site_id,month,date,latitude,longitude,distance_to_shore_km,exposure,turbidity,cyclone_frequency,depth_mean_m,observed_same_month_hotspot_like,observed_same_month_dhw_like,observed_percent_bleaching,label_quality_score,source_count,has_conflict_history,has_derived_label_input,observed_record_count,observed_rows_in_month,observed_dates_in_month,country_name,ecoregion_name,target_bleaching_event,observed_severity_category,target_is_direct_observation,target_is_binary_derivation,target_eligible,coverage_warning,month_sin,month_cos,weekly_history_dates,hotspot_like,dhw_like,weekly_anchor_date,days_since_anchor_monday,weekly_history_weeks_available,weekly_expected_history_weeks,weekly_missing_fraction_12w,weekly_history_span_days,weekly_missing_internal_weeks,hotspot_like_lag_1w,dhw_like_lag_1w,hotspot_like_lag_2w,dhw_like_lag_2w,hotspot_like_lag_4w,dhw_like_lag_4w,hotspot_like_lag_8w,dhw_like_lag_8w,hotspot_like_mean_4w,hotspot_like_max_4w,hotspot_like_min_4w,hotspot_like_trend_4w,hotspot_like_positive_weeks_4w,dhw_like_mean_4w,dhw_like_max_4w,dhw_like_min_4w,dhw_like_trend_4w,dhw_like_positive_weeks_4w,dhw_like_alert_weeks_4w,hotspot_like_mean_8w,hotspot_like_max_8w,hotspot_like_min_8w,hotspot_like_trend_8w,hotspot_like_positive_weeks_8w,dhw_like_mean_8w,dhw_like_max_8w,dhw_like_min_8w,dhw_like_trend_8w,dhw_like_positive_weeks_8w,dhw_like_alert_weeks_8w,hotspot_like_mean_12w,hotspot_like_max_12w,hotspot_like_min_12w,hotspot_like_trend_12w,hotspot_like_positive_weeks_12w,dhw_like_mean_12w,dhw_like_max_12w,dhw_like_min_12w,dhw_like_trend_12w,dhw_like_positive_weeks_12w,dhw_like_alert_weeks_12w,weekly_feature_ready,split
6684,2005-03,2005-03-02,10.156,98.039,94.7,Sheltered,0.0938,47.65,9.0,-1.45,0.0,0.25,0.87,1,False,False,2,1,1,Myanmar,Andaman Sea,1,mild,True,False,True,,0.8660254037844386,0.5000000000000001,"['2004-12-13', '2004-12-20', '2004-12-27', '2005-01-03', '2005-01-10', '2005-01-17', '2005-01-24', '2005-01-31', '2005-02-07', '2005-02-14', '2005-02-21', '2005-02-28']",-1.1300000000000001,0.0,2005-02-28,2.0,12.0,12.0,0.0,77.0,0.0,-1.21,0.0,-1.3,0.0,-1.45,0.0,-2.32,0.0,-1.25,-1.1300000000000001,-1.36,0.07800000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5575,-1.1300000000000001,-2.18,0.15309523809523795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7733333333333334,-1.1300000000000001,-2.6,0.12000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
6685,2005-03,2005-03-01,10.1579,98.1388,195.04,Sheltered,0.0996,47.65,5.0,-0.72,0.0,0.0,0.87,1,False,False,2,1,1,Myanmar,Andaman Sea,0,none,True,False,True,,0.8660254037844386,0.5000000000000001,"['2004-12-13', '2004-12-20', '2004-12-27', '2005-01-03', '2005-01-10', '2005-01-17', '2005-01-24', '2005-01-31', '2005-02-07', '2005-02-14', '2005-02-21', '2005-02-28']",-0.96,0.0,2005-02-28,1.0,12.0,12.0,0.0,77.0,0.0,-1.3800000000000001,0.0,-1.31,0.0,-1.52,0.0,-2.19,0.0,-1.2475,-0.96,-1.3800000000000001,0.10700000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.62,-0.96,-2.29,0.1776190476190475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8266666666666664,-0.96,-2.65,0.12594405594405592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
6685,2013-04,2013-04-18,10.1579,98.1388,195.04,Sheltered,0.0996,47.65,6.0,0.78,0.0,0.0,0.87,1,False,False,2,1,1,Myanmar,Andaman Sea,0,none,True,False,True,,1.0,6.123233995736766e-17,"['2013-01-28', '2013-02-04', '2013-02-11', '2013-02-18', '2013-02-25', '2013-03-04', '2013-03-11', '2013-03-18', '2013-03-25', '2013-04-01', '2013-04-08', '2013-04-15']",0.31,0.0,2013-04-15,3.0,12.0,12.0,0.0,77.0,0.0,0.66,0.0,0.64,0.0,0.26,0.0,-0.67,0.0,0.5475,0.66,0.31,-0.07900000000000013,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.66,-0.63,0.17571428571428563,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22999999999999998,0.66,-1.46,0.1844055944055944,5.0,0.0,0.0,0.0,0.0,0.0,0.0,True,validation
6686,2013-04,2013-04-13,10.4659,98.2446,190.3,Sheltered,0.1131,47.77,4.75,0.48,0.0,0.0,0.87,1,False,False,4,1,1,Myanmar,Andaman Sea,0,none,True,False,True,,1.0,6.123233995736766e-17,"['2013-01-21', '2013-01-28', '2013-02-04', '2013-02-11', '2013-02-18', '2013-02-25', '2013-03-04', '2013-03-11', '2013-03-18', '2013-03-25', '2013-04-01', '2013-04-08']",0.7000000000000001,0.0,2013-04-08,5.0,12.0,12.0,0.0,77.0,0.0,0.76,0.0,0.56,0.0,-0.18,0.0,-1.1,0.0,0.56,0.76,0.22,0.164,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003750000000000031,0.76,-0.84,0.25726190476190464,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42583333333333334,0.76,-1.49,0.22402097902097887,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True,validation
6687,2003-02,2003-02-27,10.4669,98.2196,114.44,Sheltered,0.1116,47.77,2.0,-0.95,0.0,0.0,0.87,1,False,False,2,1,1,Myanmar,Andaman Sea,0,none,True,False,True,,0.49999999999999994,0.8660254037844387,"['2002-12-09', '2002-12-16', '2002-12-23', '2002-12-30', '2003-01-06', '2003-01-13', '2003-01-20', '2003-01-27', '2003-02-03', '2003-02-10', '2003-02-17', '2003-02-24']",-1.3900000000000001,0.0,2003-02-24,3.0,12.0,12.0,0.0,77.0,0.0,-1.41,0.0,-1.77,0.0,-1.9100000000000001,0.0,-0.91,0.0,-1.56,-1.3900000000000001,-1.77,0.12000000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.53375,-1.05,-1.9100000000000001,-0.032261904761904873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3108333333333333,-0.48,-1.9100000000000001,-0.08884615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
6687,2013-04,2013-04-14,10.4669,98.2196,114.44,Sheltered,0.1116,47.77,2.5,0.16,0.0,0.25,0.87,1,False,False,2,1,1,Myanmar,Andaman Sea,1,mild,True,False,True,,1.0,6.123233995736766e-17,"['2013-01-21', '2013-01-28', '2013-02-04', '2013-02-11', '2013-02-18', '2013-02-25', '2013-03-04', '2013-03-11', '2013-03-18', '2013-03-25', '2013-04-01', '2013-04-08']",0.7000000000000001,0.0,2013-04-08,6.0,12.0,12.0,0.0,77.0,0.0,0.76,0.0,0.56,0.0,-0.18,0.0,-1.1,0.0,0.56,0.76,0.22,0.164,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003750000000000031,0.76,-0.84,0.25726190476190464,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42583333333333334,0.76,-1.49,0.22402097902097887,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True,validation
6688,2013-04,2013-04-15,10.473,98.1714,59.44,Sheltered,0.0957,47.77,2.5,0.08,1.12,0.0,0.87,1,False,False,2,1,1,Myanmar,Andaman Sea,0,none,True,False,True,,1.0,6.123233995736766e-17,"['2013-01-28', '2013-02-04', '2013-02-11', '2013-02-18', '2013-02-25', '2013-03-04', '2013-03-11', '2013-03-18', '2013-03-25', '2013-04-01', '2013-04-08', '2013-04-15']",0.26,0.0,2013-04-15,0.0,12.0,12.0,0.0,77.0,0.0,0.66,0.0,0.73,0.0,0.23,0.0,-0.81,0.0,0.54,0.73,0.26,-0.08200000000000007,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.73,-0.66,0.17976190476190468,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2691666666666667,0.73,-1.23,0.1934615384615384,5.0,0.0,0.0,0.0,0.0,0.0,0.0,True,validation
6689,2003-02,2003-02-21,10.571,98.0309,81.76,Sheltered,0.0773,47.58,5.5,-0.79,0.0,0.0,0.87,1,False,False,2,1,1,Myanmar,Andaman Sea,0,none,True,False,True,,0.49999999999999994,0.8660254037844387,"['2002-12-02', '2002-12-09', '2002-12-16', '2002-12-23', '2002-12-30', '2003-01-06', '2003-01-13', '2003-01-20', '2003-01-27', '2003-02-03', '2003-02-10', '2003-02-17']",-1.27,0.0,2003-02-17,4.0,12.0,12.0,0.0,77.0,0.0,-1.6500000000000001,0.0,-1.53,0.0,-1.81,0.0,-1.03,0.0,-1.6150000000000002,-1.27,-2.0100000000000002,0.2100000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4187500000000002,-0.75,-2.0100000000000002,-0.09297619047619049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1783333333333335,-0.37,-2.0100000000000002,-0.11482517482517483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
6689,2013-04,2013-04-16,10.571,98.0309,81.76,Sheltered,0.0773,47.58,2.5,0.22,1.22,0.0,0.87,1,False,False,2,1,1,Myanmar,Andaman Sea,0,none,True,False,True,,1.0,6.123233995736766e-17,"['2013-01-28', '2013-02-04', '2013-02-11', '2013-02-18', '2013-02-25', '2013-03-04', '2013-03-11', '2013-03-18', '2013-03-25', '2013-04-01', '2013-04-08', '2013-04-15']",0.21,0.0,2013-04-15,1.0,12.0,12.0,0.0,77.0,0.0,0.51,0.0,0.73,0.0,0.27,0.0,-0.66,0.0,0.47,0.73,0.21,-0.08800000000000009,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15374999999999997,0.73,-0.56,0.14321428571428566,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.215,0.73,-1.12,0.17097902097902096,5.0,0.0,0.0,0.0,0.0,0.0,0.0,True,validation
6690,2003-02,2003-02-22,10.6821,98.1844,87.0,Sheltered,0.1252,47.68,5.0,-1.0,0.0,0.0,0.87,1,False,False,2,1,1,Myanmar,Andaman Sea,0,none,True,False,True,,0.49999999999999994,0.8660254037844387,"['2002-12-02', '2002-12-09', '2002-12-16', '2002-12-23', '2002-12-30', '2003-01-06', '2003-01-13', '2003-01-20', '2003-01-27', '2003-02-03', '2003-02-10', '2003-02-17']",-1.16,0.0,2003-02-17,5.0,12.0,12.0,0.0,77.0,0.0,-1.75,0.0,-1.46,0.0,-1.85,0.0,-1.12,0.0,-1.53,-1.16,-1.75,0.14800000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3975,-0.85,-1.85,-0.07404761904761906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,-0.41000000000000003,-1.85,-0.09657342657342656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
6691,2003-02,2003-02-23,10.7011,98.2322,104.26,Sheltered,0.122,47.68,5.0,-0.79,0.0,0.0,0.87,1,False,False,2,1,1,Myanmar,Andaman Sea,0,none,True,False,True,,0.49999999999999994,0.8660254037844387,"['2002-12-02', '2002-12-09', '2002-12-16', '2002-12-23', '2002-12-30', '2003-01-06', '2003-01-13', '2003-01-20', '2003-01-27', '2003-02-03', '2003-02-10', '2003-02-17']",-1.1400000000000001,0.0,2003-02-17,6.0,12.0,12.0,0.0,77.0,0.0,-1.74,0.0,-1.4000000000000001,0.0,-1.87,0.0,-1.1500000000000001,0.0,-1.5025,-1.1400000000000001,-1.74,0.14300000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3875,-0.89,-1.87,-0.06690476190476188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2083333333333335,-0.43,-1.87,-0.08902097902097905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
6691,2004-03,2004-03-19,10.7011,98.2322,104.26,Sheltered,0.122,47.68,5.5,-1.95,0.0,0.0,0.87,1,False,False,2,1,1,Myanmar,Andaman Sea,0,none,True,False,True,,0.8660254037844386,0.5000000000000001,"['2003-12-29', '2004-01-05', '2004-01-12', '2004-01-19', '2004-01-26', '2004-02-02', '2004-02-09', '2004-02-16', '2004-02-23', '2004-03-01', '2004-03-08', '2004-03-15']",-0.8300000000000001,0.0,2004-03-15,4.0,12.0,12.0,0.0,77.0,0.0,-1.1500000000000001,0.0,-1.18,0.0,-2.1,0.0,-1.61,0.0,-1.24,-0.8300000000000001,-1.8,0.2940000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.39375,-0.8300000000000001,-2.1,0.07702380952380945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6008333333333333,-0.8300000000000001,-2.45,0.10241258741258738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
6692,2004-03,2004-03-22,10.8702,97.9173,181.05,Sheltered,0.0957,47.42,3.0,-1.73,0.0,0.0,0.87,1,False,False,2,1,1,Myanmar,Andaman Sea,0,none,True,False,True,,0.8660254037844386,0.5000000000000001,"['2004-01-05', '2004-01-12', '2004-01-19', '2004-01-26', '2004-02-02', '2004-02-09', '2004-02-16', '2004-02-23', '2004-03-01', '2004-03-08', '2004-03-15', '2004-03-22']",-0.87,0.0,2004-03-22,0.0,12.0,12.0,0.0,77.0,0.0,-1.2,0.0,-1.27,0.0,-1.96,0.0,-1.75,0.0,-1.225,-0.87,-1.56,0.21400000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4112500000000001,-0.87,-2.0100000000000002,0.06035714285714276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5050000000000001,-0.87,-2.0100000000000002,0.049790209790209726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
6693,2003-02,2003-02-25,10.9693,98.1448,172.1,Sometimes,0.1531,47.37,5.0,-0.5,0.0,0.0,0.87,1,False,False,2,1,1,Myanmar,Andaman Sea,0,none,True,False,True,,0.49999999999999994,0.8660254037844387,"['2002-12-09', '2002-12-16', '2002-12-23', '2002-12-30', '2003-01-06', '2003-01-13', '2003-01-20', '2003-01-27', '2003-02-03', '2003-02-10', '2003-02-17', '2003-02-24']",-1.36,0.0,2003-02-24,1.0,12.0,12.0,0.0,77.0,0.0,-1.27,0.0,-1.77,0.0,-1.81,0.0,-0.87,0.0,-1.5075,-1.27,-1.77,0.13100000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.48625,-0.93,-1.85,-0.0308333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2816666666666667,-0.48,-1.85,-0.08230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
6695,2008-05,2008-05-04,12.041,-68.7508,12.89,Exposed,0.0369,51.76,9.0,-2.21,0.0,0.0,0.87,1,False,False,4,1,1,Netherlands Antilles,Netherlands Antilles and south Caribbean,0,none,True,False,True,,0.8660254037844387,-0.49999999999999983,"['2008-02-11', '2008-02-18', '2008-02-25', '2008-03-03', '2008-03-10', '2008-03-17', '2008-03-24', '2008-03-31', '2008-04-07', '2008-04-14', '2008-04-21', '2008-04-28']",-1.62,0.0,2008-04-28,6.0,12.0,12.0,0.0,77.0,0.0,-1.73,0.0,-1.73,0.0,-2.0,0.0,-2.15,0.0,-1.7125000000000001,-1.62,-1.77,0.04500000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8924999999999998,-1.62,-2.14,0.07476190476190465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8791666666666667,-1.48,-2.15,0.010874125874125836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
6695,2011-05,2011-05-15,12.041,-68.7508,12.89,Exposed,0.0369,51.76,9.0,-0.94,0.0,0.0,0.87,1,False,False,4,1,1,Netherlands Antilles,Netherlands Antilles and south Caribbean,0,none,True,False,True,,0.8660254037844387,-0.49999999999999983,"['2011-02-21', '2011-02-28', '2011-03-07', '2011-03-14', '2011-03-21', '2011-03-28', '2011-04-04', '2011-04-11', '2011-04-18', '2011-04-25', '2011-05-02', '2011-05-09']",-0.19,0.0,2011-05-09,6.0,12.0,12.0,0.0,77.0,0.0,-0.6900000000000001,0.0,-1.2,0.0,-1.29,0.0,-1.43,0.0,-0.905,-0.19,-1.54,0.4560000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1825,-0.19,-1.83,0.15999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3175,-0.19,-1.8900000000000001,0.09038461538461529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
6695,2011-11,2011-11-12,12.041000000000002,-68.7508,12.89,Exposed,0.0369,51.76,10.0,0.27,1.32,0.4166666666666667,0.77,1,True,False,3,1,1,Netherlands Antilles,Netherlands Antilles and south Caribbean,1,mild,True,False,True,Multiple raw rows for the same site-date disagreed and were averaged.,-0.8660254037844386,0.5000000000000001,"['2011-08-22', '2011-08-29', '2011-09-05', '2011-09-12', '2011-09-19', '2011-09-26', '2011-10-03', '2011-10-10', '2011-10-17', '2011-10-24', '2011-10-31', '2011-11-07']",0.8200000000000001,4.3,2011-11-07,5.0,12.0,12.0,0.0,77.0,0.0,0.89,4.3,1.03,4.16,0.77,3.87,1.36,1.85,0.8600000000000001,1.03,0.7000000000000001,0.021999999999999867,4.0,4.157500000000001,4.3,3.87,0.1429999999999999,4.0,3.0,0.8362499999999999,1.03,0.5,0.00821428571428575,8.0,3.7387500000000005,4.3,2.77,0.2217857142857143,8.0,3.0,0.9308333333333333,1.36,0.5,-0.02933566433566432,12.0,2.83,4.3,0.34,0.3875524475524475,12.0,3.0,True,train
6695,2012-11,2012-11-24,12.041,-68.7508,12.89,Exposed,0.0369,51.76,9.0,-0.05,2.34,0.0,0.87,1,False,False,4,1,1,Netherlands Antilles,Netherlands Antilles and south Caribbean,0,none,True,False,True,,-0.8660254037844386,0.5000000000000001,"['2012-09-03', '2012-09-10', '2012-09-17', '2012-09-24', '2012-10-01', '2012-10-08', '2012-10-15', '2012-10-22', '2012-10-29', '2012-11-05', '2012-11-12', '2012-11-19']",0.81,5.39,2012-11-19,5.0,12.0,12.0,0.0,77.0,0.0,1.0,4.95,0.6,4.66,0.97,4.19,1.1,2.37,0.8525,1.0,0.6,-0.01700000000000007,4.0,4.8775,5.39,4.51,0.29299999999999937,4.0,4.0,0.9137500000000001,1.09,0.6,-0.023214285714285694,8.0,4.0249999999999995,5.39,2.52,0.42690476190476206,8.0,5.0,0.9466666666666667,1.1,0.6,-0.01713286713286711,12.0,3.1283333333333334,5.39,0.29,0.4499300699300699,12.0,5.0,True,train
6695,2013-11,2013-11-16,12.041,-68.7508,12.89,Exposed,0.0369,51.76,12.0,0.15,3.9,0.0,0.87,1,False,False,2,1,1,Netherlands Antilles,Netherlands Antilles and south Caribbean,0,none,True,False,True,,-0.8660254037844386,0.5000000000000001,"['2013-08-26', '2013-09-02', '2013-09-09', '2013-09-16', '2013-09-23', '2013-09-30', '2013-10-07', '2013-10-14', '2013-10-21', '2013-10-28', '2013-11-04', '2013-11-11']",0.21,2.23,2013-11-11,5.0,12.0,12.0,0.0,77.0,0.0,0.06,2.23,0.64,2.23,0.41000000000000003,2.23,0.6,1.18,0.2925,0.64,0.06,-0.07300000000000004,4.0,2.23,2.23,2.23,-2.359105526199941e-16,4.0,0.0,0.55,1.21,0.06,-0.13190476190476183,8.0,2.17375,2.23,1.92,0.03416666666666673,8.0,0.0,0.6425,1.21,0.06,-0.06947552447552445,12.0,1.6583333333333332,2.23,0.0,0.199020979020979,11.0,0.0,True,validation
6695,2014-11,2014-11-22,12.041,-68.7508,12.89,Exposed,0.0369,51.76,9.0,-0.61,0.0,0.435,0.77,1,True,False,4,1,1,Netherlands Antilles,Netherlands Antilles and south Caribbean,1,mild,True,False,True,Multiple raw rows for the same site-date disagreed and were averaged.,-0.8660254037844386,0.5000000000000001,"['2014-09-01', '2014-09-08', '2014-09-15', '2014-09-22', '2014-09-29', '2014-10-06', '2014-10-13', '2014-10-20', '2014-10-27', '2014-11-03', '2014-11-10', '2014-11-17']",0.32,0.0,2014-11-17,5.0,12.0,12.0,0.0,77.0,0.0,0.26,0.0,0.71,0.0,0.48,0.0,0.5,0.0,0.465,0.71,0.26,-0.12000000000000015,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.71,-0.01,0.015714285714285722,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36333333333333334,0.71,-0.07,0.023496503496503517,10.0,0.0,0.0,0.0,0.0,0.0,0.0,True,validation
6698,2014-11,2014-11-22,12.0738,-68.8795,78.91,Sheltered,0.0363,51.76,9.0,-0.92,0.0,0.0,0.87,1,False,False,4,1,1,Netherlands Antilles,Netherlands Antilles and south Caribbean,0,none,True,False,True,,-0.8660254037844386,0.5000000000000001,"['2014-09-01', '2014-09-08', '2014-09-15', '2014-09-22', '2014-09-29', '2014-10-06', '2014-10-13', '2014-10-20', '2014-10-27', '2014-11-03', '2014-11-10', '2014-11-17']",0.32,0.0,2014-11-17,5.0,12.0,12.0,0.0,77.0,0.0,0.24,0.0,0.71,0.0,0.5700000000000001,0.0,0.42,0.0,0.4625,0.71,0.24,-0.12500000000000008,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41875,0.71,0.0,0.011785714285714304,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3683333333333334,0.71,-0.05,0.02594405594405597,10.0,0.0,0.0,0.0,0.0,0.0,0.0,True,validation
6699,2003-10,2003-10-25,12.0745,-68.8792,115.72,Sheltered,0.0363,51.76,9.75,0.46,1.05,0.5,0.87,1,False,False,4,1,1,Netherlands Antilles,Netherlands Antilles and south Caribbean,1,mild,True,False,True,,-1.0,-1.8369701987210297e-16,"['2003-08-04', '2003-08-11', '2003-08-18', '2003-08-25', '2003-09-01', '2003-09-08', '2003-09-15', '2003-09-22', '2003-09-29', '2003-10-06', '2003-10-13', '2003-10-20']",1.07,1.98,2003-10-20,5.0,12.0,12.0,0.0,77.0,0.0,1.33,0.73,0.86,0.0,0.72,0.0,0.62,0.0,0.9175,1.33,0.41000000000000003,0.245,4.0,0.6775,1.98,0.0,0.667,2.0,0.0,0.49750000000000005,1.33,-0.16,0.22095238095238093,5.0,0.33875,1.98,0.0,0.2084523809523809,2.0,0.0,0.3241666666666667,1.33,-0.59,0.13723776223776224,7.0,0.22583333333333333,1.98,0.0,0.09912587412587409,2.0,0.0,True,train
6699,2008-04,2008-04-12,12.0745,-68.8792,115.72,Sheltered,0.0363,51.76,9.0,-3.44,0.0,0.0,0.87,1,False,False,4,1,1,Netherlands Antilles,Netherlands Antilles and south Caribbean,0,none,True,False,True,,1.0,6.123233995736766e-17,"['2008-01-21', '2008-01-28', '2008-02-04', '2008-02-11', '2008-02-18', '2008-02-25', '2008-03-03', '2008-03-10', '2008-03-17', '2008-03-24', '2008-03-31', '2008-04-07']",-1.78,0.0,2008-04-07,5.0,12.0,12.0,0.0,77.0,0.0,-1.99,0.0,-2.1,0.0,-2.02,0.0,-1.49,0.0,-1.9800000000000002,-1.78,-2.1,0.09200000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9762499999999998,-1.78,-2.1,0.0024999999999999007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7441666666666666,-1.12,-2.1,-0.07947552447552454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
6699,2008-10,2008-10-25,12.0745,-68.8792,115.72,Sheltered,0.0363,51.76,12.0,-1.39,2.11,0.0,0.87,1,False,False,2,1,1,Netherlands Antilles,Netherlands Antilles and south Caribbean,0,none,True,False,True,,-1.0,-1.8369701987210297e-16,"['2008-08-04', '2008-08-11', '2008-08-18', '2008-08-25', '2008-09-01', '2008-09-08', '2008-09-15', '2008-09-22', '2008-09-29', '2008-10-06', '2008-10-13', '2008-10-20']",0.11,6.03,2008-10-20,5.0,12.0,12.0,0.0,77.0,0.0,0.68,6.03,1.22,5.88,1.48,3.39,1.28,0.18,0.8425,1.36,0.11,-0.4290000000000003,4.0,5.640000000000001,6.03,4.62,0.4379999999999992,4.0,4.0,1.0037500000000001,1.48,0.11,-0.08726190476190464,8.0,3.7787500000000005,6.03,0.51,0.875595238095238,8.0,4.0,0.8991666666666666,1.48,0.11,0.018076923076923095,12.0,2.5341666666666667,6.03,0.0,0.6768181818181818,9.0,4.0,True,train
6699,2008-11,2008-11-01,12.0745,-68.8792,115.72,Sheltered,0.0363,51.76,6.0,-1.61,2.11,0.0,0.87,1,False,False,2,1,1,Netherlands Antilles,Netherlands Antilles and south Caribbean,0,none,True,False,True,,-0.8660254037844386,0.5000000000000001,"['2008-08-11', '2008-08-18', '2008-08-25', '2008-09-01', '2008-09-08', '2008-09-15', '2008-09-22', '2008-09-29', '2008-10-06', '2008-10-13', '2008-10-20', '2008-10-27']",0.66,6.03,2008-10-27,5.0,12.0,12.0,0.0,77.0,0.0,0.11,6.03,0.68,6.03,1.36,4.62,0.86,0.51,0.6675,1.22,0.11,-0.22500000000000026,4.0,5.992500000000001,6.03,5.88,0.04499999999999967,4.0,4.0,0.97875,1.48,0.11,-0.13130952380952374,8.0,4.46875,6.03,1.4000000000000001,0.7129761904761904,8.0,5.0,0.9125000000000001,1.48,0.11,-0.009265734265734219,12.0,3.036666666666667,6.03,0.0,0.696083916083916,10.0,5.0,True,train
6699,2011-04,2011-04-03,12.0745,-68.8792,115.72,Sheltered,0.0363,51.76,9.0,-2.35,0.0,0.0,0.87,1,False,False,4,1,1,Netherlands Antilles,Netherlands Antilles and south Caribbean,0,none,True,False,True,,1.0,6.123233995736766e-17,"['2011-01-10', '2011-01-17', '2011-01-24', '2011-01-31', '2011-02-07', '2011-02-14', '2011-02-21', '2011-02-28', '2011-03-07', '2011-03-14', '2011-03-21', '2011-03-28']",-1.22,0.0,2011-03-28,6.0,12.0,12.0,0.0,77.0,0.0,-1.46,0.0,-1.45,0.0,-1.8900000000000001,0.0,-1.1,0.44,-1.5,-1.22,-1.87,0.19400000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.58,-1.22,-2.0300000000000002,0.04738095238095223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3808333333333334,-0.51,-2.0300000000000002,-0.05947552447552454,0.0,0.7308333333333333,4.25,0.0,-0.28975524475524483,4.0,1.0,True,train
6699,2011-11,2011-11-05,12.0745,-68.8792,115.72,Sheltered,0.0363,51.76,9.0,-0.2,0.0,0.0,0.87,1,False,False,4,1,1,Netherlands Antilles,Netherlands Antilles and south Caribbean,0,none,True,False,True,,-0.8660254037844386,0.5000000000000001,"['2011-08-15', '2011-08-22', '2011-08-29', '2011-09-05', '2011-09-12', '2011-09-19', '2011-09-26', '2011-10-03', '2011-10-10', '2011-10-17', '2011-10-24', '2011-10-31']",0.87,4.6000000000000005,2011-10-31,5.0,12.0,12.0,0.0,77.0,0.0,1.06,4.6000000000000005,0.71,4.45,0.97,4.15,0.8200000000000001,1.44,0.865,1.06,0.71,0.04999999999999983,4.0,4.525,4.6000000000000005,4.45,0.05999999999999957,4.0,4.0,0.9137500000000001,1.25,0.55,-0.028928571428571363,8.0,3.87875,4.6000000000000005,2.11,0.3298809523809525,8.0,5.0,0.9091666666666667,1.27,0.5,-0.004510489510489466,12.0,2.814166666666667,4.6000000000000005,0.0,0.47164335664335655,11.0,5.0,True,train
