site_id,month,date,latitude,longitude,distance_to_shore_km,exposure,turbidity,cyclone_frequency,depth_mean_m,observed_same_month_hotspot_like,observed_same_month_dhw_like,observed_percent_bleaching,label_quality_score,source_count,has_conflict_history,has_derived_label_input,observed_record_count,observed_rows_in_month,observed_dates_in_month,country_name,ecoregion_name,target_bleaching_event,observed_severity_category,target_is_direct_observation,target_is_binary_derivation,target_eligible,coverage_warning,month_sin,month_cos,weekly_history_dates,hotspot_like,dhw_like,weekly_anchor_date,days_since_anchor_monday,weekly_history_weeks_available,weekly_expected_history_weeks,weekly_missing_fraction_12w,weekly_history_span_days,weekly_missing_internal_weeks,hotspot_like_lag_1w,dhw_like_lag_1w,hotspot_like_lag_2w,dhw_like_lag_2w,hotspot_like_lag_4w,dhw_like_lag_4w,hotspot_like_lag_8w,dhw_like_lag_8w,hotspot_like_mean_4w,hotspot_like_max_4w,hotspot_like_min_4w,hotspot_like_trend_4w,hotspot_like_positive_weeks_4w,dhw_like_mean_4w,dhw_like_max_4w,dhw_like_min_4w,dhw_like_trend_4w,dhw_like_positive_weeks_4w,dhw_like_alert_weeks_4w,hotspot_like_mean_8w,hotspot_like_max_8w,hotspot_like_min_8w,hotspot_like_trend_8w,hotspot_like_positive_weeks_8w,dhw_like_mean_8w,dhw_like_max_8w,dhw_like_min_8w,dhw_like_trend_8w,dhw_like_positive_weeks_8w,dhw_like_alert_weeks_8w,hotspot_like_mean_12w,hotspot_like_max_12w,hotspot_like_min_12w,hotspot_like_trend_12w,hotspot_like_positive_weeks_12w,dhw_like_mean_12w,dhw_like_max_12w,dhw_like_min_12w,dhw_like_trend_12w,dhw_like_positive_weeks_12w,dhw_like_alert_weeks_12w,weekly_feature_ready,split,reference_observed_date,future_window_end_date,future_observation_count_4w,future_positive_observation_count_4w,first_future_observation_date,first_future_positive_date,days_to_first_future_observation,days_to_first_future_positive,target_bleaching_event_next_4w,target_label_window,target_label_source,split_eligible
3417,2009-05,2009-05-18,-21.1711,55.2831,328.27,Exposed,0.026,46.19,1.0,-1.93,0.0,0.0,0.87,1,False,False,2,1,1,France,Mascarene Islands,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-02', '2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18']",-1.64,0.0,2009-05-18,0,12.0,12.0,0.0,77.0,0.0,0.02,0.0,-0.3,0.0,0.23,1.49,0.65,6.34,-0.6625000000000001,0.02,-1.64,-0.2409999999999999,1.0,0.15,0.6,0.0,-0.18,1.0,0.0,-0.14625,0.58,-1.64,-0.2429761904761904,5.0,1.85375,5.79,0.0,-0.8424999999999994,5.0,2.0,0.0433333333333333,0.65,-1.64,-0.1304195804195803,9.0,3.349166666666667,6.34,0.0,-0.7494055944055938,9.0,6.0,True,train,2009-05-20,2009-06-15,1,0,2009-05-20,,2,,0,next_4w,future_direct_observation,True
3595,2009-05,2009-05-18,-16.499,-151.7573,37.25,Sheltered,0.0266,48.84,2.7,0.45,0.0,0.0,0.87,1,False,False,2,1,1,French Polynesia,Society Islands French Polynesia,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-02', '2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18']",-0.5700000000000001,0.0,2009-05-18,0,12.0,12.0,0.0,77.0,0.0,-0.29,0.0,-0.21,0.0,0.27,0.0,-0.15,0.0,-0.25,0.07,-0.5700000000000001,-0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08875,0.27,-0.5700000000000001,-0.0739285714285714,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1366666666666666,0.27,-0.5700000000000001,-0.0043356643356643,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-23,2009-06-15,1,0,2009-05-23,,5,,0,next_4w,future_direct_observation,True
45,2009-05,2009-05-18,-20.039,148.8758,562.43,Sheltered,0.0584,47.44,5.0,-3.31,0.0,0.0,0.87,1,False,False,2,1,1,Australia,Central and northern Great Barrier Reef,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-02', '2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18']",-2.6,0.0,2009-05-18,0,12.0,12.0,0.0,77.0,0.0,-3.0,0.15,-1.92,0.15,-1.47,0.15,-1.0,0.15,-2.145,-1.06,-3.0,-0.5699999999999997,0.0,0.1124999999999999,0.15,0.0,-0.045,3.0,0.0,-1.6825,-1.02,-3.0,-0.2523809523809525,0.0,0.1312499999999999,0.15,0.0,-0.0124999999999999,7.0,0.0,-1.3175,-0.12,-3.0,-0.2039510489510489,0.0,0.1825,0.33,0.0,-0.0227622377622377,11.0,0.0,True,train,2009-05-23,2009-06-15,1,0,2009-05-23,,5,,0,next_4w,future_direct_observation,True
4540,2009-05,2009-05-18,17.9088,-76.8124,1153.25,Sheltered,0.081,64.44,11.0,-2.52,0.0,0.0,0.87,1,False,False,2,1,1,Jamaica,Jamaica,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-02', '2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18']",-1.74,0.0,2009-05-18,0,12.0,12.0,0.0,77.0,0.0,-1.84,0.0,-1.64,0.0,-1.86,0.0,-2.37,0.0,-1.7100000000000002,-1.62,-1.84,-0.0559999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98,-1.62,-2.58,0.1240476190476188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.174166666666667,-1.62,-2.64,0.1041608391608391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-19,2009-06-15,1,0,2009-05-19,,1,,0,next_4w,future_direct_observation,True
4542,2009-05,2009-05-18,17.9196,-76.8189,156.26,Sheltered,0.0645,92.3,7.0,-1.5,0.0,1.0,0.87,1,False,False,4,1,1,Jamaica,Jamaica,1,mild,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,0.8660254037844387,-0.4999999999999998,"['2009-03-02', '2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18']",-1.73,0.0,2009-05-18,0,12.0,12.0,0.0,77.0,0.0,-1.84,0.0,-1.71,0.0,-1.93,0.0,-2.43,0.0,-1.7425000000000002,-1.69,-1.84,-0.0249999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.02625,-1.69,-2.62,0.131785714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2183333333333337,-1.69,-2.69,0.1053846153846152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-20,2009-06-15,1,1,2009-05-20,2009-05-20,2,2,1,next_4w,future_direct_observation,True
4849,2009-05,2009-05-18,24.4572,124.1879,131.33,Sheltered,0.0355,50.23,2.0,-2.36,0.0,0.0,0.87,1,False,False,1,1,1,Japan,South Ryukyu Islands Japan,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-02', '2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18']",-3.51,0.0,2009-05-18,0,12.0,12.0,0.0,77.0,0.0,-4.63,0.0,-5.12,0.0,-4.65,0.0,-4.63,0.0,-4.7225,-3.51,-5.63,0.6850000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.672499999999999,-3.51,-5.63,0.0742857142857141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.901666666666666,-3.51,-5.88,0.1081818181818178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-22,2009-06-15,1,0,2009-05-22,,4,,0,next_4w,future_direct_observation,True
4992,2009-05,2009-05-18,24.3525,123.9532,1096.2,Sheltered,0.0609,65.58,5.0,-2.58,0.0,0.0,0.87,1,False,False,1,1,1,Japan,South Ryukyu Islands Japan,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-02', '2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18']",-3.21,0.0,2009-05-18,0,12.0,12.0,0.0,77.0,0.0,-4.38,0.0,-5.19,0.0,-4.7700000000000005,0.0,-4.53,0.0,-4.6075,-3.21,-5.65,0.8130000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6175,-3.21,-5.65,0.1004761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.812499999999999,-3.21,-5.72,0.1039510489510487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-24,2009-06-15,1,0,2009-05-24,,6,,0,next_4w,future_direct_observation,True
5058,2009-05,2009-05-18,26.0876,127.7198,205.47,Exposed,0.0244,67.22,5.0,-5.29,0.0,0.0,0.87,1,False,False,1,1,1,Japan,North Ryukyu Islands Japan,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-02', '2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18']",-3.9,0.0,2009-05-18,0,12.0,12.0,0.0,77.0,0.0,-5.26,0.0,-5.82,0.0,-5.48,0.0,-7.11,0.0,-5.2525,-3.9,-6.03,0.695000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6675,-3.9,-6.54,0.2859523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.1575,-3.9,-7.27,0.2507342657342657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-23,2009-06-15,1,0,2009-05-23,,5,,0,next_4w,future_direct_observation,True
5194,2009-05,2009-05-18,33.5422,134.3142,280.25,Sheltered,0.0808,60.35,6.0,-6.25,0.0,0.0,0.87,1,False,False,1,1,1,Japan,Shikoku Japan,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-02', '2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18']",-6.7700000000000005,0.0,2009-05-18,0,12.0,12.0,0.0,77.0,0.0,-6.2,0.0,-8.07,0.0,-7.8,0.0,-9.75,0.0,-7.4475,-6.2,-8.75,0.7810000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.03125,-6.2,-9.71,0.4117857142857138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.754166666666665,-6.2,-10.85,0.3629720279720276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-24,2009-06-15,1,0,2009-05-24,,6,,0,next_4w,future_direct_observation,True
5195,2009-05,2009-05-18,33.5443,134.3132,143.67,Sheltered,0.0808,60.35,3.0,-6.25,0.0,0.0,0.87,1,False,False,1,1,1,Japan,Shikoku Japan,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-02', '2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18']",-6.7700000000000005,0.0,2009-05-18,0,12.0,12.0,0.0,77.0,0.0,-6.2,0.0,-8.07,0.0,-7.8,0.0,-9.75,0.0,-7.4475,-6.2,-8.75,0.7810000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.03125,-6.2,-9.71,0.4117857142857138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.754166666666665,-6.2,-10.85,0.3629720279720276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-24,2009-06-15,1,0,2009-05-24,,6,,0,next_4w,future_direct_observation,True
52,2009-05,2009-05-18,-19.7458,149.1659,41586.65,Sheltered,0.0891,48.37,5.0,-0.53,14.7,0.25,0.87,1,False,False,2,1,1,Australia,Central and northern Great Barrier Reef,1,mild,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,0.8660254037844387,-0.4999999999999998,"['2009-03-02', '2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18']",-2.61,0.0,2009-05-18,0,12.0,12.0,0.0,77.0,0.0,-2.49,0.0,-2.01,0.0,-1.46,0.0,-0.7000000000000001,0.0,-2.1125000000000003,-1.34,-2.61,-0.4289999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6574999999999998,-1.05,-2.61,-0.2333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.325,-0.24,-2.61,-0.1819580419580419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-24,2009-06-15,1,1,2009-05-24,2009-05-24,6,6,1,next_4w,future_direct_observation,True
53,2009-05,2009-05-18,-19.7456,149.1658,40871.05,Sheltered,0.0891,48.37,5.0,-0.53,14.7,0.125,0.77,1,True,False,4,1,1,Australia,Central and northern Great Barrier Reef,1,mild,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,0.8660254037844387,-0.4999999999999998,"['2009-03-02', '2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18']",-2.61,0.0,2009-05-18,0,12.0,12.0,0.0,77.0,0.0,-2.49,0.0,-2.01,0.0,-1.46,0.0,-0.7000000000000001,0.0,-2.1125000000000003,-1.34,-2.61,-0.4289999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6574999999999998,-1.05,-2.61,-0.2333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.325,-0.24,-2.61,-0.1819580419580419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-23,2009-06-15,1,1,2009-05-23,2009-05-23,5,5,1,next_4w,future_direct_observation,True
6313,2009-05,2009-05-18,14.5211,-61.0962,85.78,Sheltered,0.0376,54.32,11.0,-1.24,0.0,0.5,0.87,1,False,False,2,1,1,Martinique,Hispaniola Puerto Rico and Lesser Antilles,1,mild,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,0.8660254037844387,-0.4999999999999998,"['2009-03-02', '2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18']",-1.16,0.0,2009-05-18,0,12.0,12.0,0.0,77.0,0.0,-1.27,0.0,-1.17,0.0,-1.42,0.0,-2.09,0.0,-1.165,-1.06,-1.27,-0.0399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.415,-1.06,-1.78,0.1028571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.675,-1.06,-2.33,0.117062937062937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-24,2009-06-15,1,1,2009-05-24,2009-05-24,6,6,1,next_4w,future_direct_observation,True
6769,2009-05,2009-05-18,17.5169,-63.0058,545.9,Sometimes,0.0334,61.95,15.0,-1.37,0.0,0.0,0.87,1,False,False,2,1,1,Netherlands Antilles,Hispaniola Puerto Rico and Lesser Antilles,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-02', '2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18']",-1.49,0.0,2009-05-18,0,12.0,12.0,0.0,77.0,0.0,-1.41,0.0,-1.41,0.0,-1.83,0.0,-2.57,0.0,-1.52,-1.41,-1.77,0.0840000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9025,-1.41,-2.78,0.1914285714285712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2016666666666667,-1.41,-3.08,0.1567832167832165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-19,2009-06-15,1,0,2009-05-19,,1,,0,next_4w,future_direct_observation,True
2007,2009-05,2009-05-25,10.6231,103.484,68.86,Sometimes,0.1609,49.88,4.0,-0.14,0.0,0.0,0.87,1,False,False,2,1,1,Cambodia,Gulf of Thailand,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18', '2009-05-25']",0.04,0.0,2009-05-25,0,12.0,12.0,0.0,77.0,0.0,-0.98,0.0,-0.43,0.0,-0.02,0.0,0.18,0.0,-0.4725,0.04,-0.98,0.1130000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2975,0.32,-0.98,-0.0259523809523809,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.32,-0.99,0.0069230769230769,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-29,2009-06-22,1,0,2009-05-29,,4,,0,next_4w,future_direct_observation,True
2008,2009-05,2009-05-25,10.624,103.4771,48.02,Sometimes,0.1609,49.88,3.0,-0.07,0.0,0.0,0.87,1,False,False,2,1,1,Cambodia,Gulf of Thailand,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18', '2009-05-25']",0.04,0.0,2009-05-25,0,12.0,12.0,0.0,77.0,0.0,-0.98,0.0,-0.43,0.0,-0.02,0.0,0.18,0.0,-0.4725,0.04,-0.98,0.1130000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2975,0.32,-0.98,-0.0259523809523809,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.32,-0.99,0.0069230769230769,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-26,2009-06-22,1,0,2009-05-26,,1,,0,next_4w,future_direct_observation,True
2009,2009-05,2009-05-25,10.6248,103.4852,68.32,Sometimes,0.1609,49.88,3.0,-0.07,0.0,0.0,0.87,1,False,False,2,1,1,Cambodia,Gulf of Thailand,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18', '2009-05-25']",0.04,0.0,2009-05-25,0,12.0,12.0,0.0,77.0,0.0,-0.98,0.0,-0.43,0.0,-0.02,0.0,0.18,0.0,-0.4725,0.04,-0.98,0.1130000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2975,0.32,-0.98,-0.0259523809523809,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.32,-0.99,0.0069230769230769,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-26,2009-06-22,1,0,2009-05-26,,1,,0,next_4w,future_direct_observation,True
2015,2009-05,2009-05-25,10.6261,103.4868,102.8,Sheltered,0.1434,49.88,4.0,-0.14,0.0,0.0,0.87,1,False,False,2,1,1,Cambodia,Gulf of Thailand,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18', '2009-05-25']",0.04,0.0,2009-05-25,0,12.0,12.0,0.0,77.0,0.0,-0.98,0.0,-0.43,0.0,-0.02,0.0,0.18,0.0,-0.4725,0.04,-0.98,0.1130000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2975,0.32,-0.98,-0.0259523809523809,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.32,-0.99,0.0069230769230769,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-29,2009-06-22,1,0,2009-05-29,,4,,0,next_4w,future_direct_observation,True
2019,2009-05,2009-05-25,10.6318,103.4867,95.49,Sheltered,0.1434,49.88,3.0,-0.14,0.0,0.0,0.87,1,False,False,2,1,1,Cambodia,Gulf of Thailand,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18', '2009-05-25']",0.04,0.0,2009-05-25,0,12.0,12.0,0.0,77.0,0.0,-0.98,0.0,-0.43,0.0,-0.02,0.0,0.18,0.0,-0.4725,0.04,-0.98,0.1130000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2975,0.32,-0.98,-0.0259523809523809,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.32,-0.99,0.0069230769230769,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-27,2009-06-22,1,0,2009-05-27,,2,,0,next_4w,future_direct_observation,True
2020,2009-05,2009-05-25,10.632,103.477,158.67,Sheltered,0.1434,49.88,2.5,-0.14,0.0,0.0,0.87,1,False,False,2,1,1,Cambodia,Gulf of Thailand,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18', '2009-05-25']",0.04,0.0,2009-05-25,0,12.0,12.0,0.0,77.0,0.0,-0.98,0.0,-0.43,0.0,-0.02,0.0,0.18,0.0,-0.4725,0.04,-0.98,0.1130000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2975,0.32,-0.98,-0.0259523809523809,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.32,-0.99,0.0069230769230769,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-27,2009-06-22,1,0,2009-05-27,,2,,0,next_4w,future_direct_observation,True
2021,2009-05,2009-05-25,10.6324,103.4854,40.18,Sheltered,0.1434,49.88,3.0,-0.14,0.0,10.0,0.87,1,False,False,2,1,1,Cambodia,Gulf of Thailand,1,mild,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,0.8660254037844387,-0.4999999999999998,"['2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18', '2009-05-25']",0.04,0.0,2009-05-25,0,12.0,12.0,0.0,77.0,0.0,-0.98,0.0,-0.43,0.0,-0.02,0.0,0.18,0.0,-0.4725,0.04,-0.98,0.1130000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2975,0.32,-0.98,-0.0259523809523809,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.32,-0.99,0.0069230769230769,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-28,2009-06-22,1,1,2009-05-28,2009-05-28,3,3,1,next_4w,future_direct_observation,True
2022,2009-05,2009-05-25,10.6329,103.4979,129.82,Sheltered,0.1434,49.88,3.0,-0.56,0.0,0.0,0.87,1,False,False,2,1,1,Cambodia,Gulf of Thailand,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18', '2009-05-25']",0.04,0.0,2009-05-25,0,12.0,12.0,0.0,77.0,0.0,-0.98,0.0,-0.43,0.0,-0.02,0.0,0.18,0.0,-0.4725,0.04,-0.98,0.1130000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2975,0.32,-0.98,-0.0259523809523809,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.32,-0.99,0.0069230769230769,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-29,2009-06-22,1,0,2009-05-29,,4,,0,next_4w,future_direct_observation,True
3596,2009-05,2009-05-25,-16.4918,-151.71,436.06,Sheltered,0.0262,52.55,2.8,-0.36,0.0,0.0,0.87,1,False,False,2,1,1,French Polynesia,Society Islands French Polynesia,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18', '2009-05-25']",-0.38,0.0,2009-05-25,0,12.0,12.0,0.0,77.0,0.0,-0.5700000000000001,0.0,-0.27,0.0,0.07,0.0,-0.02,0.0,-0.3575,-0.21,-0.5700000000000001,-0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13125,0.28,-0.5700000000000001,-0.0898809523809523,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1358333333333333,0.28,-0.5700000000000001,-0.024090909090909,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-28,2009-06-22,1,0,2009-05-28,,3,,0,next_4w,future_direct_observation,True
3614,2009-05,2009-05-25,-14.4522,-146.0736,50.7,Exposed,0.0269,49.65,5.0,-0.56,0.0,0.0,0.87,1,False,False,2,1,1,French Polynesia,Western Tuamotu Archipelago central Pacific,0,none,True,False,True,Future label is negative because direct surveys in the next 4 weeks reported no bleaching event.,0.8660254037844387,-0.4999999999999998,"['2009-03-09', '2009-03-16', '2009-03-23', '2009-03-30', '2009-04-06', '2009-04-13', '2009-04-20', '2009-04-27', '2009-05-04', '2009-05-11', '2009-05-18', '2009-05-25']",-0.14,0.0,2009-05-25,0,12.0,12.0,0.0,77.0,0.0,-0.26,0.0,0.21,0.0,-0.06,0.0,0.0,0.0,-0.0375,0.21,-0.26,-0.101,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09125,0.21,-0.26,0.0174999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1241666666666666,0.21,-0.33,0.0176573426573426,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2009-05-28,2009-06-22,1,0,2009-05-28,,3,,0,next_4w,future_direct_observation,True
